entrez-gene-symbol	disease_name
EPCAM	Adult solid tumours cancer susceptibility
ERCC2	Adult solid tumours cancer susceptibility
ERCC3	Adult solid tumours cancer susceptibility
ERCC4	Adult solid tumours cancer susceptibility
ERCC5	Adult solid tumours cancer susceptibility
FANCA	Adult solid tumours cancer susceptibility
FANCB	Adult solid tumours cancer susceptibility
FANCC	Adult solid tumours cancer susceptibility
FANCD2	Adult solid tumours cancer susceptibility
FANCE	Adult solid tumours cancer susceptibility
FANCF	Adult solid tumours cancer susceptibility
FANCG	Adult solid tumours cancer susceptibility
FANCI	Adult solid tumours cancer susceptibility
FANCL	Adult solid tumours cancer susceptibility
FH	Adult solid tumours cancer susceptibility
FLCN	Adult solid tumours cancer susceptibility
HRAS	Adult solid tumours cancer susceptibility
KIT	Adult solid tumours cancer susceptibility
KRAS	Adult solid tumours cancer susceptibility
MAX	Adult solid tumours cancer susceptibility
MEN1	Adult solid tumours cancer susceptibility
MET	Adult solid tumours cancer susceptibility
MLH1	Adult solid tumours cancer susceptibility
MSH2	Adult solid tumours cancer susceptibility
MSH6	Adult solid tumours cancer susceptibility
MUTYH	Adult solid tumours cancer susceptibility
NF1	Adult solid tumours cancer susceptibility
NF2	Adult solid tumours cancer susceptibility
NRAS	Adult solid tumours cancer susceptibility
NTHL1	Adult solid tumours cancer susceptibility
PALB2	Adult solid tumours cancer susceptibility
PMS2	Adult solid tumours cancer susceptibility
POLD1	Adult solid tumours cancer susceptibility
POLE	Adult solid tumours cancer susceptibility
POLH	Adult solid tumours cancer susceptibility
PTCH1	Adult solid tumours cancer susceptibility
PTEN	Adult solid tumours cancer susceptibility
PTPN11	Adult solid tumours cancer susceptibility
RAD51C	Adult solid tumours cancer susceptibility
RAD51D	Adult solid tumours cancer susceptibility
RAF1	Adult solid tumours cancer susceptibility
RB1	Adult solid tumours cancer susceptibility
RET	Adult solid tumours cancer susceptibility
RTEL1	Adult solid tumours cancer susceptibility
SDHA	Adult solid tumours cancer susceptibility
SDHAF2	Adult solid tumours cancer susceptibility
SDHB	Adult solid tumours cancer susceptibility
SDHC	Adult solid tumours cancer susceptibility
SDHD	Adult solid tumours cancer susceptibility
SHOC2	Adult solid tumours cancer susceptibility
SMAD4	Adult solid tumours cancer susceptibility
SMARCA4	Adult solid tumours cancer susceptibility
SMARCB1	Adult solid tumours cancer susceptibility
SOS1	Adult solid tumours cancer susceptibility
STK11	Adult solid tumours cancer susceptibility
SUFU	Adult solid tumours cancer susceptibility
TERC	Adult solid tumours cancer susceptibility
TERT	Adult solid tumours cancer susceptibility
TMEM127	Adult solid tumours cancer susceptibility
TP53	Adult solid tumours cancer susceptibility
TSC1	Adult solid tumours cancer susceptibility
TSC2	Adult solid tumours cancer susceptibility
VHL	Adult solid tumours cancer susceptibility
WRAP53	Adult solid tumours cancer susceptibility
WT1	Adult solid tumours cancer susceptibility
XPA	Adult solid tumours cancer susceptibility
XPC	Adult solid tumours cancer susceptibility
AP2S1	Renal tubulopathies
AQP2	Renal tubulopathies
ATP1A1	Renal tubulopathies
ATP6V0A4	Renal tubulopathies
ATP6V1B1	Renal tubulopathies
AVPR2	Renal tubulopathies
BSND	Renal tubulopathies
CA2	Renal tubulopathies
CASR	Renal tubulopathies
CLCNKB	Renal tubulopathies
CLDN10	Renal tubulopathies
CLDN16	Renal tubulopathies
CLDN19	Renal tubulopathies
CUL3	Renal tubulopathies
CYP24A1	Renal tubulopathies
GATM	Renal tubulopathies
GNA11	Renal tubulopathies
HNF1B	Renal tubulopathies
HNF4A	Renal tubulopathies
KCNJ1	Renal tubulopathies
KCNJ10	Renal tubulopathies
KLHL3	Renal tubulopathies
MAGED2	Renal tubulopathies
NR3C2	Renal tubulopathies
REN	Renal tubulopathies
SCNN1A	Renal tubulopathies
SCNN1B	Renal tubulopathies
SCNN1G	Renal tubulopathies
SLC12A1	Renal tubulopathies
SLC12A3	Renal tubulopathies
SLC22A12	Renal tubulopathies
SLC2A2	Renal tubulopathies
SLC2A9	Renal tubulopathies
SLC4A1	Renal tubulopathies
SLC4A4	Renal tubulopathies
SLC5A2	Renal tubulopathies
TRPM6	Renal tubulopathies
UMOD	Renal tubulopathies
VIPAS39	Renal tubulopathies
VPS33B	Renal tubulopathies
WNK4	Renal tubulopathies
AGXT	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
APRT	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
ATP6V0A4	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
ATP6V1B1	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
CA2	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
CASR	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
CLCN5	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
CLDN16	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
CLDN19	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
CYP24A1	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
FAM20A	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
GRHPR	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
HNF4A	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
HOGA1	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
HPRT1	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
KCNJ1	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
OCRL	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
SLC12A1	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
SLC22A12	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
SLC26A1	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
SLC2A9	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
SLC34A1	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
SLC34A3	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
SLC3A1	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
SLC4A1	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
SLC7A9	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
SLC9A3R1	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
VDR	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
XDH	Nephrolithiasis and Nephrocalcinosis KidGen VCGS
C21orf2	Thoracic dystrophies
C2CD3	Thoracic dystrophies
CEP120	Thoracic dystrophies
CSPP1	Thoracic dystrophies
DYNC2LI1	Thoracic dystrophies
HYLS1	Thoracic dystrophies
ICK	Thoracic dystrophies
IFT122	Thoracic dystrophies
IFT140	Thoracic dystrophies
IFT172	Thoracic dystrophies
IFT43	Thoracic dystrophies
IFT52	Thoracic dystrophies
IFT80	Thoracic dystrophies
IFT81	Thoracic dystrophies
KIAA0586	Thoracic dystrophies
KIF7	Thoracic dystrophies
OFD1	Thoracic dystrophies
TCTEX1D2	Thoracic dystrophies
TRPV6	Thoracic dystrophies
WDR34	Thoracic dystrophies
WDR60	Thoracic dystrophies
ACP4	Amelogenesis imperfecta
AMBN	Amelogenesis imperfecta
AMELX	Amelogenesis imperfecta
C4orf26	Amelogenesis imperfecta
CNNM4	Amelogenesis imperfecta
COL17A1	Amelogenesis imperfecta
DLX3	Amelogenesis imperfecta
ENAM	Amelogenesis imperfecta
FAM20A	Amelogenesis imperfecta
FAM20C	Amelogenesis imperfecta
FAM83H	Amelogenesis imperfecta
GPR68	Amelogenesis imperfecta
ITGB6	Amelogenesis imperfecta
KLK4	Amelogenesis imperfecta
LAMA3	Amelogenesis imperfecta
LAMB3	Amelogenesis imperfecta
LTBP3	Amelogenesis imperfecta
MMP20	Amelogenesis imperfecta
ORAI1	Amelogenesis imperfecta
PEX1	Amelogenesis imperfecta
PEX6	Amelogenesis imperfecta
RELT	Amelogenesis imperfecta
ROGDI	Amelogenesis imperfecta
SLC10A7	Amelogenesis imperfecta
SLC13A5	Amelogenesis imperfecta
SLC24A4	Amelogenesis imperfecta
STIM1	Amelogenesis imperfecta
WDR72	Amelogenesis imperfecta
APCDD1	Ectodermal dysplasia
CDH3	Ectodermal dysplasia
CDSN	Ectodermal dysplasia
DSG4	Ectodermal dysplasia
EDA	Ectodermal dysplasia
EDAR	Ectodermal dysplasia
EDARADD	Ectodermal dysplasia
GJB6	Ectodermal dysplasia
HOXC13	Ectodermal dysplasia
HR	Ectodermal dysplasia
IKBKG	Ectodermal dysplasia
KRT14	Ectodermal dysplasia
KRT25	Ectodermal dysplasia
KRT74	Ectodermal dysplasia
KRT85	Ectodermal dysplasia
LIPH	Ectodermal dysplasia
LPAR6	Ectodermal dysplasia
MBTPS2	Ectodermal dysplasia
MSX1	Ectodermal dysplasia
NECTIN1	Ectodermal dysplasia
NECTIN4	Ectodermal dysplasia
NFKB2	Ectodermal dysplasia
NFKBIA	Ectodermal dysplasia
PKP1	Ectodermal dysplasia
PORCN	Ectodermal dysplasia
RMRP	Ectodermal dysplasia
RSPO4	Ectodermal dysplasia
TP63	Ectodermal dysplasia
TSPEAR	Ectodermal dysplasia
WNT10A	Ectodermal dysplasia
ACTB	Adult onset movement disorder
AFG3L2	Adult onset movement disorder
ANO3	Adult onset movement disorder
APTX	Adult onset movement disorder
ATM	Adult onset movement disorder
ATN1	Adult onset movement disorder
ATP13A2	Adult onset movement disorder
ATP1A2	Adult onset movement disorder
ATP1A3	Adult onset movement disorder
ATP7B	Adult onset movement disorder
ATXN1	Adult onset movement disorder
ATXN2	Adult onset movement disorder
ATXN3	Adult onset movement disorder
C19orf12	Adult onset movement disorder
C9orf72	Adult onset movement disorder
CACNA1A	Adult onset movement disorder
CHMP2B	Adult onset movement disorder
CP	Adult onset movement disorder
CSF1R	Adult onset movement disorder
CSTB	Adult onset movement disorder
CYP27A1	Adult onset movement disorder
DCAF17	Adult onset movement disorder
DCTN1	Adult onset movement disorder
DNAJC6	Adult onset movement disorder
FBXO7	Adult onset movement disorder
FTL	Adult onset movement disorder
GBA	Adult onset movement disorder
GCH1	Adult onset movement disorder
GFAP	Adult onset movement disorder
GNAL	Adult onset movement disorder
GRN	Adult onset movement disorder
GTPBP2	Adult onset movement disorder
HPCA	Adult onset movement disorder
HTT	Adult onset movement disorder
JPH3	Adult onset movement disorder
KIAA1161	Adult onset movement disorder
KMT2B	Adult onset movement disorder
LRRK2	Adult onset movement disorder
LYST	Adult onset movement disorder
MAPT	Adult onset movement disorder
NKX2-1	Adult onset movement disorder
PANK2	Adult onset movement disorder
PARK7	Adult onset movement disorder
PDE10A	Adult onset movement disorder
PDGFB	Adult onset movement disorder
PDGFRB	Adult onset movement disorder
PINK1	Adult onset movement disorder
PLA2G6	Adult onset movement disorder
PNKD	Adult onset movement disorder
PPP2R2B	Adult onset movement disorder
PRKN	Adult onset movement disorder
PRKRA	Adult onset movement disorder
PRNP	Adult onset movement disorder
PRRT2	Adult onset movement disorder
RAB39B	Adult onset movement disorder
RNF216	Adult onset movement disorder
SGCE	Adult onset movement disorder
SLC19A3	Adult onset movement disorder
SLC20A2	Adult onset movement disorder
SLC2A1	Adult onset movement disorder
SLC30A10	Adult onset movement disorder
SNCA	Adult onset movement disorder
SPG11	Adult onset movement disorder
SPR	Adult onset movement disorder
SYNJ1	Adult onset movement disorder
TBK1	Adult onset movement disorder
TBP	Adult onset movement disorder
THAP1	Adult onset movement disorder
TIMM8A	Adult onset movement disorder
TOR1A	Adult onset movement disorder
TUBB4A	Adult onset movement disorder
VPS13A	Adult onset movement disorder
VPS35	Adult onset movement disorder
WDR45	Adult onset movement disorder
XPR1	Adult onset movement disorder
AARS2	Mitochondrial disorders
ABAT	Mitochondrial disorders
ABCB7	Mitochondrial disorders
ACAD9	Mitochondrial disorders
ACO2	Mitochondrial disorders
AFG3L2	Mitochondrial disorders
AGK	Mitochondrial disorders
AIFM1	Mitochondrial disorders
ANO10	Mitochondrial disorders
APOPT1	Mitochondrial disorders
APTX	Mitochondrial disorders
ATAD3A	Mitochondrial disorders
ATP5D	Mitochondrial disorders
BOLA3	Mitochondrial disorders
BTD	Mitochondrial disorders
C12orf65	Mitochondrial disorders
C19orf70	Mitochondrial disorders
C1QBP	Mitochondrial disorders
CA5A	Mitochondrial disorders
CARS2	Mitochondrial disorders
CHCHD10	Mitochondrial disorders
CLPB	Mitochondrial disorders
CLPP	Mitochondrial disorders
COA6	Mitochondrial disorders
COA7	Mitochondrial disorders
COQ2	Mitochondrial disorders
COQ4	Mitochondrial disorders
COQ6	Mitochondrial disorders
COQ7	Mitochondrial disorders
COQ8A	Mitochondrial disorders
COQ8B	Mitochondrial disorders
COQ9	Mitochondrial disorders
COX14	Mitochondrial disorders
COX20	Mitochondrial disorders
COX6A1	Mitochondrial disorders
COX7B	Mitochondrial disorders
CYC1	Mitochondrial disorders
DARS2	Mitochondrial disorders
DLAT	Mitochondrial disorders
DLD	Mitochondrial disorders
DMPK	Mitochondrial disorders
DNA2	Mitochondrial disorders
DNAJC19	Mitochondrial disorders
DNM1L	Mitochondrial disorders
DNM2	Mitochondrial disorders
EARS2	Mitochondrial disorders
ECHS1	Mitochondrial disorders
ELAC2	Mitochondrial disorders
ETFDH	Mitochondrial disorders
ETHE1	Mitochondrial disorders
FARS2	Mitochondrial disorders
FBXL4	Mitochondrial disorders
FDX2	Mitochondrial disorders
FDXR	Mitochondrial disorders
FH	Mitochondrial disorders
FLAD1	Mitochondrial disorders
GARS	Mitochondrial disorders
GDAP1	Mitochondrial disorders
GFER	Mitochondrial disorders
GFM1	Mitochondrial disorders
GFM2	Mitochondrial disorders
GLRX5	Mitochondrial disorders
GTPBP3	Mitochondrial disorders
HARS2	Mitochondrial disorders
HCCS	Mitochondrial disorders
HIBCH	Mitochondrial disorders
HLCS	Mitochondrial disorders
HSD17B10	Mitochondrial disorders
HSPD1	Mitochondrial disorders
HTRA2	Mitochondrial disorders
IARS2	Mitochondrial disorders
IBA57	Mitochondrial disorders
ISCA1	Mitochondrial disorders
ISCA2	Mitochondrial disorders
ISCU	Mitochondrial disorders
KARS	Mitochondrial disorders
LARS2	Mitochondrial disorders
LIAS	Mitochondrial disorders
LIPT1	Mitochondrial disorders
LIPT2	Mitochondrial disorders
LONP1	Mitochondrial disorders
LRPPRC	Mitochondrial disorders
LYRM7	Mitochondrial disorders
MARS2	Mitochondrial disorders
MDH2	Mitochondrial disorders
MECR	Mitochondrial disorders
MFF	Mitochondrial disorders
MFN2	Mitochondrial disorders
MGME1	Mitochondrial disorders
MICU1	Mitochondrial disorders
MIPEP	Mitochondrial disorders
MPC1	Mitochondrial disorders
MRPL3	Mitochondrial disorders
MRPL44	Mitochondrial disorders
MRPS2	Mitochondrial disorders
MRPS22	Mitochondrial disorders
MRPS34	Mitochondrial disorders
MSTO1	Mitochondrial disorders
MT-ATP6	Mitochondrial disorders
MT-ATP8	Mitochondrial disorders
MT-CO1	Mitochondrial disorders
MT-CO2	Mitochondrial disorders
MT-CO3	Mitochondrial disorders
MT-CYB	Mitochondrial disorders
MT-ND1	Mitochondrial disorders
MT-ND2	Mitochondrial disorders
MT-ND3	Mitochondrial disorders
MT-ND4	Mitochondrial disorders
MT-ND4L	Mitochondrial disorders
MT-ND5	Mitochondrial disorders
MT-ND6	Mitochondrial disorders
MT-RNR1	Mitochondrial disorders
MT-TA	Mitochondrial disorders
MT-TC	Mitochondrial disorders
MT-TD	Mitochondrial disorders
MT-TE	Mitochondrial disorders
MT-TF	Mitochondrial disorders
MT-TG	Mitochondrial disorders
MT-TH	Mitochondrial disorders
MT-TI	Mitochondrial disorders
MT-TK	Mitochondrial disorders
MT-TL1	Mitochondrial disorders
MT-TL2	Mitochondrial disorders
MT-TM	Mitochondrial disorders
MT-TN	Mitochondrial disorders
MT-TP	Mitochondrial disorders
MT-TQ	Mitochondrial disorders
MT-TR	Mitochondrial disorders
MT-TS1	Mitochondrial disorders
MT-TS2	Mitochondrial disorders
MT-TV	Mitochondrial disorders
MT-TW	Mitochondrial disorders
MT-TY	Mitochondrial disorders
MTFMT	Mitochondrial disorders
MTO1	Mitochondrial disorders
MTPAP	Mitochondrial disorders
NADK2	Mitochondrial disorders
NARS2	Mitochondrial disorders
NAXE	Mitochondrial disorders
NDUFA1	Mitochondrial disorders
NDUFA4	Mitochondrial disorders
NDUFA6	Mitochondrial disorders
NDUFA9	Mitochondrial disorders
NDUFAF2	Mitochondrial disorders
NDUFAF5	Mitochondrial disorders
NDUFAF6	Mitochondrial disorders
NDUFAF8	Mitochondrial disorders
NDUFB11	Mitochondrial disorders
NDUFB3	Mitochondrial disorders
NDUFB8	Mitochondrial disorders
NDUFV2	Mitochondrial disorders
NFU1	Mitochondrial disorders
OPA1	Mitochondrial disorders
OPA3	Mitochondrial disorders
PARS2	Mitochondrial disorders
PC	Mitochondrial disorders
PDHA1	Mitochondrial disorders
PDHB	Mitochondrial disorders
PDHX	Mitochondrial disorders
PDP1	Mitochondrial disorders
PDSS1	Mitochondrial disorders
PDSS2	Mitochondrial disorders
PET100	Mitochondrial disorders
PMPCA	Mitochondrial disorders
PMPCB	Mitochondrial disorders
PNPLA8	Mitochondrial disorders
PNPT1	Mitochondrial disorders
POLG	Mitochondrial disorders
PPA2	Mitochondrial disorders
PUS1	Mitochondrial disorders
QRSL1	Mitochondrial disorders
RARS2	Mitochondrial disorders
RMND1	Mitochondrial disorders
RNASEH1	Mitochondrial disorders
RTN4IP1	Mitochondrial disorders
SACS	Mitochondrial disorders
SARS2	Mitochondrial disorders
SDHA	Mitochondrial disorders
SDHAF1	Mitochondrial disorders
SDHD	Mitochondrial disorders
SERAC1	Mitochondrial disorders
SFXN4	Mitochondrial disorders
SLC19A2	Mitochondrial disorders
SLC19A3	Mitochondrial disorders
SLC25A1	Mitochondrial disorders
SLC25A12	Mitochondrial disorders
SLC25A19	Mitochondrial disorders
SLC25A26	Mitochondrial disorders
SLC25A3	Mitochondrial disorders
SLC25A32	Mitochondrial disorders
SLC25A38	Mitochondrial disorders
SLC25A42	Mitochondrial disorders
SLC25A46	Mitochondrial disorders
SPG7	Mitochondrial disorders
SURF1	Mitochondrial disorders
TAZ	Mitochondrial disorders
TIMM50	Mitochondrial disorders
TIMM8A	Mitochondrial disorders
TMEM126B	Mitochondrial disorders
TOP3A	Mitochondrial disorders
TPK1	Mitochondrial disorders
TRIT1	Mitochondrial disorders
TRMT10C	Mitochondrial disorders
TRMT5	Mitochondrial disorders
TRMU	Mitochondrial disorders
TRNT1	Mitochondrial disorders
TSFM	Mitochondrial disorders
TUFM	Mitochondrial disorders
UQCC2	Mitochondrial disorders
UQCRB	Mitochondrial disorders
VARS2	Mitochondrial disorders
WARS2	Mitochondrial disorders
YARS2	Mitochondrial disorders
AAGAB	Palmoplantar keratodermas
ABCA12	Palmoplantar keratodermas
ABHD5	Palmoplantar keratodermas
ADAM17	Palmoplantar keratodermas
ALDH3A2	Palmoplantar keratodermas
ALOX12B	Palmoplantar keratodermas
ALOXE3	Palmoplantar keratodermas
AP1S1	Palmoplantar keratodermas
AQP5	Palmoplantar keratodermas
ARSE	Palmoplantar keratodermas
CASP14	Palmoplantar keratodermas
CAST	Palmoplantar keratodermas
CDSN	Palmoplantar keratodermas
CERS3	Palmoplantar keratodermas
CLDN1	Palmoplantar keratodermas
CSTA	Palmoplantar keratodermas
CTSC	Palmoplantar keratodermas
CYP4F22	Palmoplantar keratodermas
DSC2	Palmoplantar keratodermas
DSC3	Palmoplantar keratodermas
DSG1	Palmoplantar keratodermas
DSG4	Palmoplantar keratodermas
DSP	Palmoplantar keratodermas
EBP	Palmoplantar keratodermas
ELOVL4	Palmoplantar keratodermas
ENPP1	Palmoplantar keratodermas
FLG	Palmoplantar keratodermas
GJA1	Palmoplantar keratodermas
GJB2	Palmoplantar keratodermas
JUP	Palmoplantar keratodermas
KANK2	Palmoplantar keratodermas
KDSR	Palmoplantar keratodermas
KRT1	Palmoplantar keratodermas
KRT10	Palmoplantar keratodermas
KRT2	Palmoplantar keratodermas
KRT6C	Palmoplantar keratodermas
KRT9	Palmoplantar keratodermas
LIPN	Palmoplantar keratodermas
LOR	Palmoplantar keratodermas
MBTPS2	Palmoplantar keratodermas
MVK	Palmoplantar keratodermas
NIPAL4	Palmoplantar keratodermas
NSDHL	Palmoplantar keratodermas
PEX7	Palmoplantar keratodermas
PHYH	Palmoplantar keratodermas
PKP1	Palmoplantar keratodermas
PNPLA1	Palmoplantar keratodermas
POMP	Palmoplantar keratodermas
RHBDF2	Palmoplantar keratodermas
RSPO1	Palmoplantar keratodermas
SDR9C7	Palmoplantar keratodermas
SERPINB7	Palmoplantar keratodermas
SLC27A4	Palmoplantar keratodermas
SLURP1	Palmoplantar keratodermas
SNAP29	Palmoplantar keratodermas
SPINK5	Palmoplantar keratodermas
ST14	Palmoplantar keratodermas
STS	Palmoplantar keratodermas
SULT2B1	Palmoplantar keratodermas
TGM1	Palmoplantar keratodermas
TRPV3	Palmoplantar keratodermas
VPS33B	Palmoplantar keratodermas
ACAD9	Neuromuscular disorders
ACADM	Neuromuscular disorders
ACADVL	Neuromuscular disorders
ACTA1	Neuromuscular disorders
ACTN2	Neuromuscular disorders
ADSSL1	Neuromuscular disorders
AGL	Neuromuscular disorders
AGRN	Neuromuscular disorders
ALDOA	Neuromuscular disorders
ALG14	Neuromuscular disorders
ALG2	Neuromuscular disorders
ANO5	Neuromuscular disorders
AR	Neuromuscular disorders
ASAH1	Neuromuscular disorders
B3GALNT2	Neuromuscular disorders
B4GAT1	Neuromuscular disorders
BAG3	Neuromuscular disorders
BICD2	Neuromuscular disorders
BIN1	Neuromuscular disorders
CACNA1S	Neuromuscular disorders
CAPN3	Neuromuscular disorders
CAV3	Neuromuscular disorders
CCDC78	Neuromuscular disorders
CFL2	Neuromuscular disorders
CHAT	Neuromuscular disorders
CHCHD10	Neuromuscular disorders
CHKB	Neuromuscular disorders
CHRNA1	Neuromuscular disorders
CHRNB1	Neuromuscular disorders
CHRND	Neuromuscular disorders
CHRNE	Neuromuscular disorders
CHRNG	Neuromuscular disorders
CNBP	Neuromuscular disorders
COL12A1	Neuromuscular disorders
COL13A1	Neuromuscular disorders
COL6A1	Neuromuscular disorders
COL6A2	Neuromuscular disorders
COL6A3	Neuromuscular disorders
COLQ	Neuromuscular disorders
CPT2	Neuromuscular disorders
CRYAB	Neuromuscular disorders
DAG1	Neuromuscular disorders
DES	Neuromuscular disorders
DMD	Neuromuscular disorders
DMPK	Neuromuscular disorders
DNAJB6	Neuromuscular disorders
DNM2	Neuromuscular disorders
DOK7	Neuromuscular disorders
DOLK	Neuromuscular disorders
DPAGT1	Neuromuscular disorders
DPM2	Neuromuscular disorders
DYNC1H1	Neuromuscular disorders
DYSF	Neuromuscular disorders
ECEL1	Neuromuscular disorders
EMD	Neuromuscular disorders
ENO3	Neuromuscular disorders
EPG5	Neuromuscular disorders
ETFA	Neuromuscular disorders
ETFB	Neuromuscular disorders
ETFDH	Neuromuscular disorders
EXOSC3	Neuromuscular disorders
FHL1	Neuromuscular disorders
FKBP14	Neuromuscular disorders
FKRP	Neuromuscular disorders
FKTN	Neuromuscular disorders
FLNC	Neuromuscular disorders
FXR1	Neuromuscular disorders
GAA	Neuromuscular disorders
GBE1	Neuromuscular disorders
GFPT1	Neuromuscular disorders
GMPPB	Neuromuscular disorders
GNE	Neuromuscular disorders
GYG1	Neuromuscular disorders
GYS1	Neuromuscular disorders
HADHA	Neuromuscular disorders
HADHB	Neuromuscular disorders
HNRNPDL	Neuromuscular disorders
HSPB1	Neuromuscular disorders
HSPB8	Neuromuscular disorders
IGHMBP2	Neuromuscular disorders
INPP5K	Neuromuscular disorders
ISCU	Neuromuscular disorders
ISPD	Neuromuscular disorders
ITGA7	Neuromuscular disorders
KBTBD13	Neuromuscular disorders
KLHL40	Neuromuscular disorders
KLHL41	Neuromuscular disorders
LAMA2	Neuromuscular disorders
LAMP2	Neuromuscular disorders
LARGE1	Neuromuscular disorders
LDB3	Neuromuscular disorders
LDHA	Neuromuscular disorders
LMNA	Neuromuscular disorders
LMOD3	Neuromuscular disorders
LPIN1	Neuromuscular disorders
LRP4	Neuromuscular disorders
MAP3K20	Neuromuscular disorders
MATR3	Neuromuscular disorders
MEGF10	Neuromuscular disorders
MICU1	Neuromuscular disorders
MSTO1	Neuromuscular disorders
MTM1	Neuromuscular disorders
MUSK	Neuromuscular disorders
MYBPC1	Neuromuscular disorders
MYH2	Neuromuscular disorders
MYH3	Neuromuscular disorders
MYH7	Neuromuscular disorders
MYH8	Neuromuscular disorders
MYL1	Neuromuscular disorders
MYMK	Neuromuscular disorders
MYO18B	Neuromuscular disorders
MYO9A	Neuromuscular disorders
MYOT	Neuromuscular disorders
MYPN	Neuromuscular disorders
NEB	Neuromuscular disorders
ORAI1	Neuromuscular disorders
PAX7	Neuromuscular disorders
PFKM	Neuromuscular disorders
PGAM2	Neuromuscular disorders
PGK1	Neuromuscular disorders
PGM1	Neuromuscular disorders
PHKA1	Neuromuscular disorders
PHKB	Neuromuscular disorders
PIEZO2	Neuromuscular disorders
PLEC	Neuromuscular disorders
POLG2	Neuromuscular disorders
POMGNT1	Neuromuscular disorders
POMGNT2	Neuromuscular disorders
POMK	Neuromuscular disorders
POMT1	Neuromuscular disorders
POMT2	Neuromuscular disorders
PYGM	Neuromuscular disorders
PYROXD1	Neuromuscular disorders
RAPSN	Neuromuscular disorders
RBCK1	Neuromuscular disorders
RYR1	Neuromuscular disorders
RYR3	Neuromuscular disorders
SCN4A	Neuromuscular disorders
SELENON	Neuromuscular disorders
SGCA	Neuromuscular disorders
SGCB	Neuromuscular disorders
SGCD	Neuromuscular disorders
SGCG	Neuromuscular disorders
SIL1	Neuromuscular disorders
SLC18A3	Neuromuscular disorders
SLC22A5	Neuromuscular disorders
SLC25A1	Neuromuscular disorders
SLC25A4	Neuromuscular disorders
SLC52A2	Neuromuscular disorders
SLC52A3	Neuromuscular disorders
SLC5A7	Neuromuscular disorders
SMN1	Neuromuscular disorders
SPEG	Neuromuscular disorders
SPG11	Neuromuscular disorders
SQSTM1	Neuromuscular disorders
STAC3	Neuromuscular disorders
STIM1	Neuromuscular disorders
SUCLA2	Neuromuscular disorders
SYNE1	Neuromuscular disorders
SYNE2	Neuromuscular disorders
SYT2	Neuromuscular disorders
TANGO2	Neuromuscular disorders
TCAP	Neuromuscular disorders
TIA1	Neuromuscular disorders
TK2	Neuromuscular disorders
TMEM5	Neuromuscular disorders
TNNI2	Neuromuscular disorders
TNNT1	Neuromuscular disorders
TNNT3	Neuromuscular disorders
TNPO3	Neuromuscular disorders
TPM2	Neuromuscular disorders
TPM3	Neuromuscular disorders
TRAPPC11	Neuromuscular disorders
TRIM32	Neuromuscular disorders
TRIP4	Neuromuscular disorders
TRPV4	Neuromuscular disorders
TSEN54	Neuromuscular disorders
TSFM	Neuromuscular disorders
TTN	Neuromuscular disorders
TYMP	Neuromuscular disorders
UBA1	Neuromuscular disorders
VAMP1	Neuromuscular disorders
VCP	Neuromuscular disorders
VMA21	Neuromuscular disorders
VRK1	Neuromuscular disorders
ADA2	Rare genetic inflammatory skin disorders
AIRE	Rare genetic inflammatory skin disorders
CARD11	Rare genetic inflammatory skin disorders
CARD14	Rare genetic inflammatory skin disorders
CARD9	Rare genetic inflammatory skin disorders
DOCK8	Rare genetic inflammatory skin disorders
EGFR	Rare genetic inflammatory skin disorders
FDPS	Rare genetic inflammatory skin disorders
GJA1	Rare genetic inflammatory skin disorders
GJB3	Rare genetic inflammatory skin disorders
GJB4	Rare genetic inflammatory skin disorders
IL1RN	Rare genetic inflammatory skin disorders
IL36RN	Rare genetic inflammatory skin disorders
KIT	Rare genetic inflammatory skin disorders
MVD	Rare genetic inflammatory skin disorders
NCSTN	Rare genetic inflammatory skin disorders
NLRP3	Rare genetic inflammatory skin disorders
