entrez-gene-symbol	disease_name
COL11A1	Severe Paediatric Disorders
COL11A2	Severe Paediatric Disorders
COL12A1	Severe Paediatric Disorders
COL13A1	Severe Paediatric Disorders
COL17A1	Severe Paediatric Disorders
COL18A1	Severe Paediatric Disorders
COL1A1	Severe Paediatric Disorders
COL1A2	Severe Paediatric Disorders
COL2A1	Severe Paediatric Disorders
COL3A1	Severe Paediatric Disorders
COL4A1	Severe Paediatric Disorders
COL4A2	Severe Paediatric Disorders
COL4A3	Severe Paediatric Disorders
COL4A3BP	Severe Paediatric Disorders
COL4A4	Severe Paediatric Disorders
COL4A5	Severe Paediatric Disorders
COL5A1	Severe Paediatric Disorders
COL5A2	Severe Paediatric Disorders
COL6A1	Severe Paediatric Disorders
COL6A2	Severe Paediatric Disorders
COL6A3	Severe Paediatric Disorders
COL7A1	Severe Paediatric Disorders
COL9A1	Severe Paediatric Disorders
COL9A2	Severe Paediatric Disorders
COL9A3	Severe Paediatric Disorders
COLEC10	Severe Paediatric Disorders
COLEC11	Severe Paediatric Disorders
COLQ	Severe Paediatric Disorders
COMP	Severe Paediatric Disorders
COPA	Severe Paediatric Disorders
COQ2	Severe Paediatric Disorders
COQ4	Severe Paediatric Disorders
COQ6	Severe Paediatric Disorders
COQ8A	Severe Paediatric Disorders
COQ8B	Severe Paediatric Disorders
COQ9	Severe Paediatric Disorders
CORO1A	Severe Paediatric Disorders
COX10	Severe Paediatric Disorders
COX15	Severe Paediatric Disorders
COX20	Severe Paediatric Disorders
COX6A1	Severe Paediatric Disorders
COX6B1	Severe Paediatric Disorders
COX7B	Severe Paediatric Disorders
CP	Severe Paediatric Disorders
CPA6	Severe Paediatric Disorders
CPOX	Severe Paediatric Disorders
CPS1	Severe Paediatric Disorders
CPT1A	Severe Paediatric Disorders
CPT2	Severe Paediatric Disorders
CR2	Severe Paediatric Disorders
CRADD	Severe Paediatric Disorders
CRB1	Severe Paediatric Disorders
CRB2	Severe Paediatric Disorders
CREBBP	Severe Paediatric Disorders
CRIPT	Severe Paediatric Disorders
CRLF1	Severe Paediatric Disorders
CRTAP	Severe Paediatric Disorders
CRX	Severe Paediatric Disorders
CRYAA	Severe Paediatric Disorders
CRYAB	Severe Paediatric Disorders
CRYBA1	Severe Paediatric Disorders
CRYBA4	Severe Paediatric Disorders
CRYBB1	Severe Paediatric Disorders
CRYBB2	Severe Paediatric Disorders
CRYBB3	Severe Paediatric Disorders
CRYGC	Severe Paediatric Disorders
CRYGD	Severe Paediatric Disorders
CSF1R	Severe Paediatric Disorders
CSF2RA	Severe Paediatric Disorders
CSF2RB	Severe Paediatric Disorders
CSF3R	Severe Paediatric Disorders
CSNK2A1	Severe Paediatric Disorders
CSNK2B	Severe Paediatric Disorders
CSPP1	Severe Paediatric Disorders
CSTB	Severe Paediatric Disorders
CTBP1	Severe Paediatric Disorders
CTC1	Severe Paediatric Disorders
CTCF	Severe Paediatric Disorders
CTDP1	Severe Paediatric Disorders
CTH	Severe Paediatric Disorders
CTLA4	Severe Paediatric Disorders
CTNNA2	Severe Paediatric Disorders
CTNNB1	Severe Paediatric Disorders
CTNND1	Severe Paediatric Disorders
CTNS	Severe Paediatric Disorders
CTPS1	Severe Paediatric Disorders
CTSA	Severe Paediatric Disorders
CTSC	Severe Paediatric Disorders
CTSD	Severe Paediatric Disorders
CTSF	Severe Paediatric Disorders
CTSK	Severe Paediatric Disorders
CUBN	Severe Paediatric Disorders
CUL4B	Severe Paediatric Disorders
CUL7	Severe Paediatric Disorders
CUX1	Severe Paediatric Disorders
CUX2	Severe Paediatric Disorders
CWC27	Severe Paediatric Disorders
CWF19L1	Severe Paediatric Disorders
CXCR4	Severe Paediatric Disorders
CYB5R3	Severe Paediatric Disorders
CYBA	Severe Paediatric Disorders
CYBB	Severe Paediatric Disorders
CYC1	Severe Paediatric Disorders
CYCS	Severe Paediatric Disorders
CYFIP2	Severe Paediatric Disorders
CYP11A1	Severe Paediatric Disorders
CYP11B1	Severe Paediatric Disorders
CYP17A1	Severe Paediatric Disorders
CYP1B1	Severe Paediatric Disorders
CYP21A2	Severe Paediatric Disorders
CYP27A1	Severe Paediatric Disorders
CYP27B1	Severe Paediatric Disorders
CYP2U1	Severe Paediatric Disorders
CYP4F22	Severe Paediatric Disorders
CYP7B1	Severe Paediatric Disorders
D2HGDH	Severe Paediatric Disorders
DAB1	Severe Paediatric Disorders
DAG1	Severe Paediatric Disorders
DARS	Severe Paediatric Disorders
DARS2	Severe Paediatric Disorders
DBH	Severe Paediatric Disorders
DBT	Severe Paediatric Disorders
DCAF17	Severe Paediatric Disorders
DCC	Severe Paediatric Disorders
DCDC2	Severe Paediatric Disorders
DCHS1	Severe Paediatric Disorders
DCLRE1B	Severe Paediatric Disorders
DCLRE1C	Severe Paediatric Disorders
DCPS	Severe Paediatric Disorders
DCTN1	Severe Paediatric Disorders
DCX	Severe Paediatric Disorders
DDB2	Severe Paediatric Disorders
DDC	Severe Paediatric Disorders
DDHD1	Severe Paediatric Disorders
DDHD2	Severe Paediatric Disorders
DDR2	Severe Paediatric Disorders
DDX11	Severe Paediatric Disorders
DDX3X	Severe Paediatric Disorders
DDX59	Severe Paediatric Disorders
DEAF1	Severe Paediatric Disorders
DEGS1	Severe Paediatric Disorders
DENND5A	Severe Paediatric Disorders
DEPDC5	Severe Paediatric Disorders
DES	Severe Paediatric Disorders
DFNA5	Severe Paediatric Disorders
DFNB59	Severe Paediatric Disorders
DGKE	Severe Paediatric Disorders
DGUOK	Severe Paediatric Disorders
DHCR24	Severe Paediatric Disorders
DHCR7	Severe Paediatric Disorders
DHDDS	Severe Paediatric Disorders
DHFR	Severe Paediatric Disorders
DHODH	Severe Paediatric Disorders
DHPS	Severe Paediatric Disorders
DHTKD1	Severe Paediatric Disorders
DHX30	Severe Paediatric Disorders
DIAPH1	Severe Paediatric Disorders
DIS3L2	Severe Paediatric Disorders
DISP1	Severe Paediatric Disorders
DKC1	Severe Paediatric Disorders
DLAT	Severe Paediatric Disorders
DLD	Severe Paediatric Disorders
DLG3	Severe Paediatric Disorders
DLG4	Severe Paediatric Disorders
DLL3	Severe Paediatric Disorders
DLL4	Severe Paediatric Disorders
DLX3	Severe Paediatric Disorders
DLX5	Severe Paediatric Disorders
DMD	Severe Paediatric Disorders
DMP1	Severe Paediatric Disorders
DMPK	Severe Paediatric Disorders
DNA2	Severe Paediatric Disorders
DNAAF1	Severe Paediatric Disorders
DNAAF3	Severe Paediatric Disorders
DNAAF4	Severe Paediatric Disorders
DNAH11	Severe Paediatric Disorders
DNAH5	Severe Paediatric Disorders
DNAH9	Severe Paediatric Disorders
DNAI1	Severe Paediatric Disorders
DNAJB11	Severe Paediatric Disorders
DNAJB6	Severe Paediatric Disorders
DNAJC12	Severe Paediatric Disorders
DNAJC19	Severe Paediatric Disorders
DNAJC21	Severe Paediatric Disorders
DNAJC5	Severe Paediatric Disorders
DNASE2	Severe Paediatric Disorders
DNM1	Severe Paediatric Disorders
DNM1L	Severe Paediatric Disorders
DNM2	Severe Paediatric Disorders
DNMT1	Severe Paediatric Disorders
DNMT3A	Severe Paediatric Disorders
DNMT3B	Severe Paediatric Disorders
DOCK2	Severe Paediatric Disorders
DOCK3	Severe Paediatric Disorders
DOCK6	Severe Paediatric Disorders
DOCK7	Severe Paediatric Disorders
DOCK8	Severe Paediatric Disorders
DOK7	Severe Paediatric Disorders
DOLK	Severe Paediatric Disorders
DONSON	Severe Paediatric Disorders
DPAGT1	Severe Paediatric Disorders
DPF2	Severe Paediatric Disorders
DPH1	Severe Paediatric Disorders
DPM1	Severe Paediatric Disorders
DPM2	Severe Paediatric Disorders
DPM3	Severe Paediatric Disorders
DPP6	Severe Paediatric Disorders
DPYD	Severe Paediatric Disorders
DPYS	Severe Paediatric Disorders
DSP	Severe Paediatric Disorders
DSPP	Severe Paediatric Disorders
DSTYK	Severe Paediatric Disorders
DTNBP1	Severe Paediatric Disorders
DUOX2	Severe Paediatric Disorders
DVL1	Severe Paediatric Disorders
DVL3	Severe Paediatric Disorders
DYM	Severe Paediatric Disorders
DYNC1H1	Severe Paediatric Disorders
DYNC2H1	Severe Paediatric Disorders
DYNC2LI1	Severe Paediatric Disorders
DYRK1A	Severe Paediatric Disorders
DYSF	Severe Paediatric Disorders
DZIP1L	Severe Paediatric Disorders
EARS2	Severe Paediatric Disorders
EBF3	Severe Paediatric Disorders
EBP	Severe Paediatric Disorders
ECEL1	Severe Paediatric Disorders
ECHS1	Severe Paediatric Disorders
EDA	Severe Paediatric Disorders
EDAR	Severe Paediatric Disorders
EDARADD	Severe Paediatric Disorders
EDNRA	Severe Paediatric Disorders
EDNRB	Severe Paediatric Disorders
EED	Severe Paediatric Disorders
EEF1A2	Severe Paediatric Disorders
EFHC1	Severe Paediatric Disorders
EFNB1	Severe Paediatric Disorders
EFTUD2	Severe Paediatric Disorders
EGR2	Severe Paediatric Disorders
EHMT1	Severe Paediatric Disorders
EIF2AK3	Severe Paediatric Disorders
EIF2B1	Severe Paediatric Disorders
EIF2B2	Severe Paediatric Disorders
EIF2B3	Severe Paediatric Disorders
EIF2B4	Severe Paediatric Disorders
EIF2B5	Severe Paediatric Disorders
EIF2S3	Severe Paediatric Disorders
EIF3F	Severe Paediatric Disorders
EIF4A3	Severe Paediatric Disorders
ELAC2	Severe Paediatric Disorders
ELANE	Severe Paediatric Disorders
ELN	Severe Paediatric Disorders
ELOVL4	Severe Paediatric Disorders
ELOVL5	Severe Paediatric Disorders
ELP1	Severe Paediatric Disorders
ELP2	Severe Paediatric Disorders
EMC1	Severe Paediatric Disorders
EMD	Severe Paediatric Disorders
EML1	Severe Paediatric Disorders
EMX2	Severe Paediatric Disorders
ENG	Severe Paediatric Disorders
ENO3	Severe Paediatric Disorders
ENPP1	Severe Paediatric Disorders
ENTPD1	Severe Paediatric Disorders
EOGT	Severe Paediatric Disorders
EP300	Severe Paediatric Disorders
EPB41	Severe Paediatric Disorders
EPB42	Severe Paediatric Disorders
EPG5	Severe Paediatric Disorders
EPHB4	Severe Paediatric Disorders
EPM2A	Severe Paediatric Disorders
EPRS	Severe Paediatric Disorders
ERCC1	Severe Paediatric Disorders
ERCC2	Severe Paediatric Disorders
ERCC3	Severe Paediatric Disorders
ERCC4	Severe Paediatric Disorders
ERCC5	Severe Paediatric Disorders
ERCC6	Severe Paediatric Disorders
ERCC6L2	Severe Paediatric Disorders
ERCC8	Severe Paediatric Disorders
ERF	Severe Paediatric Disorders
ERLIN1	Severe Paediatric Disorders
ERLIN2	Severe Paediatric Disorders
ESCO2	Severe Paediatric Disorders
ESRRB	Severe Paediatric Disorders
ETFA	Severe Paediatric Disorders
ETFB	Severe Paediatric Disorders
ETFDH	Severe Paediatric Disorders
ETHE1	Severe Paediatric Disorders
ETV6	Severe Paediatric Disorders
EVC	Severe Paediatric Disorders
EVC2	Severe Paediatric Disorders
EXOSC3	Severe Paediatric Disorders
EXT1	Severe Paediatric Disorders
EXT2	Severe Paediatric Disorders
EXTL3	Severe Paediatric Disorders
EYA1	Severe Paediatric Disorders
EYA4	Severe Paediatric Disorders
EZH2	Severe Paediatric Disorders
F10	Severe Paediatric Disorders
F11	Severe Paediatric Disorders
F12	Severe Paediatric Disorders
F13A1	Severe Paediatric Disorders
F13B	Severe Paediatric Disorders
F2	Severe Paediatric Disorders
F5	Severe Paediatric Disorders
F7	Severe Paediatric Disorders
F8	Severe Paediatric Disorders
F9	Severe Paediatric Disorders
FA2H	Severe Paediatric Disorders
FADD	Severe Paediatric Disorders
FAH	Severe Paediatric Disorders
FAM111A	Severe Paediatric Disorders
FAM111B	Severe Paediatric Disorders
FAM126A	Severe Paediatric Disorders
FAM161A	Severe Paediatric Disorders
FAM20A	Severe Paediatric Disorders
FAM20C	Severe Paediatric Disorders
FAM58A	Severe Paediatric Disorders
FANCA	Severe Paediatric Disorders
FANCB	Severe Paediatric Disorders
FANCC	Severe Paediatric Disorders
FANCD2	Severe Paediatric Disorders
FANCE	Severe Paediatric Disorders
FANCF	Severe Paediatric Disorders
FANCG	Severe Paediatric Disorders
FANCI	Severe Paediatric Disorders
FANCL	Severe Paediatric Disorders
FAR1	Severe Paediatric Disorders
FARS2	Severe Paediatric Disorders
FAS	Severe Paediatric Disorders
FASLG	Severe Paediatric Disorders
FAT4	Severe Paediatric Disorders
FBLN5	Severe Paediatric Disorders
FBN1	Severe Paediatric Disorders
FBN2	Severe Paediatric Disorders
FBP1	Severe Paediatric Disorders
FBXL3	Severe Paediatric Disorders
FBXL4	Severe Paediatric Disorders
FBXO11	Severe Paediatric Disorders
FBXO7	Severe Paediatric Disorders
FCGR3A	Severe Paediatric Disorders
FCGR3B	Severe Paediatric Disorders
FCN3	Severe Paediatric Disorders
FDX2	Severe Paediatric Disorders
FDXR	Severe Paediatric Disorders
FECH	Severe Paediatric Disorders
FERMT3	Severe Paediatric Disorders
FGA	Severe Paediatric Disorders
FGB	Severe Paediatric Disorders
FGD1	Severe Paediatric Disorders
FGD4	Severe Paediatric Disorders
FGF10	Severe Paediatric Disorders
FGF12	Severe Paediatric Disorders
FGF14	Severe Paediatric Disorders
FGF16	Severe Paediatric Disorders
FGF23	Severe Paediatric Disorders
FGF3	Severe Paediatric Disorders
FGF8	Severe Paediatric Disorders
FGFR1	Severe Paediatric Disorders
FGFR2	Severe Paediatric Disorders
FGFR3	Severe Paediatric Disorders
FGG	Severe Paediatric Disorders
FH	Severe Paediatric Disorders
FHL1	Severe Paediatric Disorders
FIG4	Severe Paediatric Disorders
FKBP10	Severe Paediatric Disorders
FKBP14	Severe Paediatric Disorders
FKRP	Severe Paediatric Disorders
FKTN	Severe Paediatric Disorders
FLAD1	Severe Paediatric Disorders
FLCN	Severe Paediatric Disorders
FLI1	Severe Paediatric Disorders
FLNA	Severe Paediatric Disorders
FLNB	Severe Paediatric Disorders
FLNC	Severe Paediatric Disorders
FLT4	Severe Paediatric Disorders
FLVCR1	Severe Paediatric Disorders
FLVCR2	Severe Paediatric Disorders
FMN2	Severe Paediatric Disorders
FMO3	Severe Paediatric Disorders
FMR1	Severe Paediatric Disorders
FN1	Severe Paediatric Disorders
FOLR1	Severe Paediatric Disorders
FOXC1	Severe Paediatric Disorders
FOXC2	Severe Paediatric Disorders
FOXE1	Severe Paediatric Disorders
FOXE3	Severe Paediatric Disorders
FOXF1	Severe Paediatric Disorders
FOXG1	Severe Paediatric Disorders
FOXN1	Severe Paediatric Disorders
FOXP1	Severe Paediatric Disorders
FOXP2	Severe Paediatric Disorders
FOXP3	Severe Paediatric Disorders
FOXRED1	Severe Paediatric Disorders
FRAS1	Severe Paediatric Disorders
FREM1	Severe Paediatric Disorders
FREM2	Severe Paediatric Disorders
FRMD7	Severe Paediatric Disorders
FRMPD4	Severe Paediatric Disorders
FRRS1L	Severe Paediatric Disorders
FTCD	Severe Paediatric Disorders
FTL	Severe Paediatric Disorders
FTSJ1	Severe Paediatric Disorders
FUCA1	Severe Paediatric Disorders
FUT8	Severe Paediatric Disorders
FXN	Severe Paediatric Disorders
FYB1	Severe Paediatric Disorders
FYCO1	Severe Paediatric Disorders
FZD2	Severe Paediatric Disorders
FZD6	Severe Paediatric Disorders
G6PC	Severe Paediatric Disorders
G6PC3	Severe Paediatric Disorders
G6PD	Severe Paediatric Disorders
GAA	Severe Paediatric Disorders
GABBR2	Severe Paediatric Disorders
GABRA1	Severe Paediatric Disorders
GABRA2	Severe Paediatric Disorders
GABRB2	Severe Paediatric Disorders
GABRB3	Severe Paediatric Disorders
GABRG2	Severe Paediatric Disorders
GALC	Severe Paediatric Disorders
GALE	Severe Paediatric Disorders
GALK1	Severe Paediatric Disorders
GALNS	Severe Paediatric Disorders
GALNT3	Severe Paediatric Disorders
GALT	Severe Paediatric Disorders
GAMT	Severe Paediatric Disorders
GAN	Severe Paediatric Disorders
GANAB	Severe Paediatric Disorders
GARS	Severe Paediatric Disorders
GAS8	Severe Paediatric Disorders
GATA1	Severe Paediatric Disorders
GATA2	Severe Paediatric Disorders
GATA3	Severe Paediatric Disorders
GATA4	Severe Paediatric Disorders
GATA6	Severe Paediatric Disorders
GATAD2B	Severe Paediatric Disorders
GATM	Severe Paediatric Disorders
GBA	Severe Paediatric Disorders
GBA2	Severe Paediatric Disorders
GBE1	Severe Paediatric Disorders
GCDH	Severe Paediatric Disorders
GCH1	Severe Paediatric Disorders
GCK	Severe Paediatric Disorders
GCLC	Severe Paediatric Disorders
GDAP1	Severe Paediatric Disorders
GDF5	Severe Paediatric Disorders
GDF6	Severe Paediatric Disorders
GDI1	Severe Paediatric Disorders
GFAP	Severe Paediatric Disorders
GFER	Severe Paediatric Disorders
GFI1B	Severe Paediatric Disorders
GFM1	Severe Paediatric Disorders
GFM2	Severe Paediatric Disorders
GFPT1	Severe Paediatric Disorders
GGCX	Severe Paediatric Disorders
GH1	Severe Paediatric Disorders
GHR	Severe Paediatric Disorders
GHRHR	Severe Paediatric Disorders
GIF	Severe Paediatric Disorders
GINS1	Severe Paediatric Disorders
GIPC3	Severe Paediatric Disorders
GJA1	Severe Paediatric Disorders
GJA3	Severe Paediatric Disorders
GJA8	Severe Paediatric Disorders
GJB1	Severe Paediatric Disorders
GJB2	Severe Paediatric Disorders
GJB3	Severe Paediatric Disorders
GJC2	Severe Paediatric Disorders
GK	Severe Paediatric Disorders
GLA	Severe Paediatric Disorders
GLB1	Severe Paediatric Disorders
GLDC	Severe Paediatric Disorders
GLDN	Severe Paediatric Disorders
GLE1	Severe Paediatric Disorders
GLI1	Severe Paediatric Disorders
GLI2	Severe Paediatric Disorders
GLI3	Severe Paediatric Disorders
GLIS3	Severe Paediatric Disorders
GLMN	Severe Paediatric Disorders
GLRA1	Severe Paediatric Disorders
GLRB	Severe Paediatric Disorders
GLRX5	Severe Paediatric Disorders
GLUD1	Severe Paediatric Disorders
GLUL	Severe Paediatric Disorders
GLYCTK	Severe Paediatric Disorders
GM2A	Severe Paediatric Disorders
GMNN	Severe Paediatric Disorders
GMPPA	Severe Paediatric Disorders
GMPPB	Severe Paediatric Disorders
GNAI1	Severe Paediatric Disorders
GNAI3	Severe Paediatric Disorders
GNAL	Severe Paediatric Disorders
GNAO1	Severe Paediatric Disorders
GNAS	Severe Paediatric Disorders
GNB1	Severe Paediatric Disorders
GNB5	Severe Paediatric Disorders
GNE	Severe Paediatric Disorders
GNMT	Severe Paediatric Disorders
GNPAT	Severe Paediatric Disorders
GNPTAB	Severe Paediatric Disorders
GNPTG	Severe Paediatric Disorders
GNS	Severe Paediatric Disorders
GORAB	Severe Paediatric Disorders
GOSR2	Severe Paediatric Disorders
GP1BA	Severe Paediatric Disorders
GP1BB	Severe Paediatric Disorders
GP6	Severe Paediatric Disorders
GP9	Severe Paediatric Disorders
GPAA1	Severe Paediatric Disorders
GPC3	Severe Paediatric Disorders
GPC6	Severe Paediatric Disorders
GPD1	Severe Paediatric Disorders
GPHN	Severe Paediatric Disorders
GPI	Severe Paediatric Disorders
GPR143	Severe Paediatric Disorders
GPR179	Severe Paediatric Disorders
GPSM2	Severe Paediatric Disorders
GPT2	Severe Paediatric Disorders
GRHL3	Severe Paediatric Disorders
GRHPR	Severe Paediatric Disorders
GRIA2	Severe Paediatric Disorders
GRIA3	Severe Paediatric Disorders
GRIA4	Severe Paediatric Disorders
GRID2	Severe Paediatric Disorders
GRIK2	Severe Paediatric Disorders
GRIN1	Severe Paediatric Disorders
GRIN2A	Severe Paediatric Disorders
GRIN2B	Severe Paediatric Disorders
GRIN2D	Severe Paediatric Disorders
GRIP1	Severe Paediatric Disorders
GRM1	Severe Paediatric Disorders
GRM6	Severe Paediatric Disorders
GRN	Severe Paediatric Disorders
GSC	Severe Paediatric Disorders
GSS	Severe Paediatric Disorders
GTF2H5	Severe Paediatric Disorders
GTPBP2	Severe Paediatric Disorders
GTPBP3	Severe Paediatric Disorders
GUCY2C	Severe Paediatric Disorders
GUSB	Severe Paediatric Disorders
GYG1	Severe Paediatric Disorders
GYS1	Severe Paediatric Disorders
GYS2	Severe Paediatric Disorders
GZF1	Severe Paediatric Disorders
H19	Severe Paediatric Disorders
HAAO	Severe Paediatric Disorders
HACE1	Severe Paediatric Disorders
HADH	Severe Paediatric Disorders
HADHA	Severe Paediatric Disorders
HADHB	Severe Paediatric Disorders
HAMP	Severe Paediatric Disorders
HAX1	Severe Paediatric Disorders
HBA1	Severe Paediatric Disorders
HBA2	Severe Paediatric Disorders
HBB	Severe Paediatric Disorders
HCCS	Severe Paediatric Disorders
HCFC1	Severe Paediatric Disorders
HCN1	Severe Paediatric Disorders
HCN2	Severe Paediatric Disorders
HDAC4	Severe Paediatric Disorders
